category,star,degree,branch,code,aux_num,verse,mansion28,seven_governors
亢,氣,14,亥,亢氣14亥,10.0,星辰過度定吉凶，生辰四月二十七。正是父母生你時，五星推算不差移。,,
亢,氣,19,卯,亢氣19卯,9.0,生辰五刻天然定，花開結子六果成。龍得星君選位到，過卯十九弄風行。,,
亢,陰,1,子,亢陰1子,8.0,松柏翠竹映山青，淡淡濃濃傲霜冰。菊花綻蕊季秋景，閏九月生初四日。,,
亢,陰,4,子,亢陰4子,2.0,命主三刻孤星纏，子息宮中卻無緣。縱有三兒共四女，不得卦孝到靈前。,,
亢,陰,5,辰,亢陰5辰,1.0,亢金龍纏太陰星，福祿康泰百事亨。堂中二親同有壽，父屬大龍母小龍。,,
亢,陰,8,申,亢陰8申,5.0,劫煞入命不可當，五十七歲盡春光。提防棒打鴛鴦散，一枕南柯夢黃粱。,,
亢,陰,9,申,亢陰9申,10.0,梨花朵朵似銀鈴，洞房添喜月重明。牆花海棠天錦繡，正是四月十二生。,,
亢,陰,11,辰,亢陰11辰,4.0,長子命定卯年庚，先天注定屬兔生。命定三子多興旺，晚景衣祿自然豐。,,
亢,陰,12,子,亢陰12子,6.0,赤繩繫足洞房配，千里姻緣月老詳。生逢二刻相廝守，夫宮屬牛家道昌。,,
亢,陰,13,子,亢陰13子,9.0,太陰飛入男女宮，交纏亢宿二刻生。十三過子人口旺，一樹蟠桃六果成。,,
亢,陰,15,辰,亢陰15辰,7.0,戊辰運臨文業齊，不枉窗前發志時。洗耳不聞俗塵事，果然才學試天衢。,,
亢,陰,19,申,亢陰19申,3.0,大運交臨行到申，父母刑傷離恨深。日月雲迷光亮少，昏暗驚疑惹對嗔。,,
亢,紫,2,丑,亢紫2丑,1.0,亢星纏紫二度游，春光似箭父屬牛。母命屬蛇常相守，福氣滔滔水東流。,,
亢,紫,2,巳,亢紫2巳,7.0,命入天羅落空亡，凶星刻度命不長。五十四歲天祿盡，南柯一夢赴黃泉。,,
亢,紫,4,丑,亢紫4丑,9.0,乙丑運交自顯奇，龍駒自古世間稀。此運得遂平安志，謳歌才郎入泮池。,,
亢,紫,5,丑,亢紫5丑,4.0,庭前丹桂一枝茂，長子屬雞必孤單。青松喜林為伴侶，綠柳野景壽南山。,,
亢,紫,6,巳,亢紫6巳,10.0,紫微纏亢過巳宮，六度入巳正東升。生辰三月二十七，一世清閑福祿增。,,
亢,紫,8,巳,亢紫8巳,3.0,運行流轉到巳鄉，父母殘花見寒霜。此運好似雲遮月，天昏地暗有悲傷。,,
亢,紫,10,酉,亢紫10酉,6.0,棠棣花開正芬芳，兄弟三人不成雙。生辰五刻先去母，雁飛分行望長江。,,
亢,紫,11,酉,亢紫11酉,2.0,目下月令盡平平，進得公門有憂驚。待交四月立夏時，何悲官司不得贏。,,
亢,紫,12,酉,亢紫12酉,8.0,酉時二刻妻不全，命宜金水到百年。兒郎土木家業盛，兄弟三人你居三。,,
亢,紫,13,酉,亢紫13酉,5.0,雙雙鴛鴦為伴侶，夫唱婦隨鸞鳳鳴。妻宮己酉屬雞相，大驛土命百年榮。,,
亢,陽,2,丑,亢陽2丑,8.0,雨灑菊花分外香，季秋將盡又重陽。閏九月初九日生，晚景花榮福壽昌。,,
亢,陽,5,丑,亢陽5丑,2.0,生逢四刻仔細詳，男女宮中有剋傷。養得兒女指送老，誰想反被葬兒郎。,,
亢,陽,6,巳,亢陽6巳,1.0,記得小龍是家君，母親也是屬小龍。幸遇乾坤交一柱，過巳實是六度通。,,
亢,陽,8,巳,亢陽8巳,7.0,運行己巳入紅鸞，必然遂志在窗前。泮水滔滔君獨步，天衢初步耀宗光。,,
亢,陽,10,酉,亢陽10酉,10.0,葵花初綻孟夏天，傍春隨柳過前川。生辰四月十七日，父母風光到百年。,,
亢,陽,11,酉,亢陽11酉,3.0,大運交酉是纏綿，雙親位上悲泣連。凡事謀為多不利，多少煩惱悶心猿。,,
亢,陽,11,丑,亢陽11丑,6.0,生逢二刻結姻緣，鴛鴦成雙喜彩蓮。蘭房喜有丹桂景，夫男屬羊永百年。,,
亢,陽,12,酉,亢陽12酉,5.0,凶煞臨命主災殃，大限到頭盡春光。五十八歲天數盡，回首一夢赴夕陽。,,
亢,陽,13,巳,亢陽13巳,4.0,太陽纏亢仔細推，長子屬雞定光輝。三子前世已注定，晚景福壽自芳菲。,,
亢,陽,14,丑,亢陽14丑,9.0,三刻注定六子成，也有破傷亦有榮。太陽入丑十四度，交纏金牛福壽豐。,,
亢,龍,1,子,亢龍1子,1.0,金龍交纏至寶瓶，過子一度斷得清。屬鼠是你生身父，定知屬蛇是母親。,,
亢,龍,3,子,亢龍3子,9.0,一枝丹桂在廣寒，嫦娥栽培待人扳。甲子運至身遊泮，果然嫦娥愛少年。,,
亢,龍,4,子,亢龍4子,4.0,一輪明月照當空，長子屬兔在震宮。兄弟行中無倚靠，獨自堂前孤影行。,,
亢,龍,5,辰,亢龍5辰,10.0,碧桃開放三月景，風吹殘花隨水流。生辰三月二十二，玉簪花綻牡丹頭。,,
亢,龍,7,辰,亢龍7辰,3.0,大運流轉到辰鄉，父母宮中見刑傷。幾番煩惱惹閑氣，更有疾病少禎祥。,,
亢,龍,9,申,亢龍9申,6.0,雁行次序在天崖，兄弟三人各立家。生逢四刻先去母，棠棣芬芳一樹花。,,
亢,龍,9,辰,亢龍9辰,7.0,運入凶星壓命宮，終身壽夭祿馬空。行年五十零三歲，一夢辭世赴幽冥。,,
亢,龍,10,申,亢龍10申,2.0,今年流年不為吉，又見四月目下低。不如兩家和合好，免得口舌負累伊。,,
亢,龍,11,申,亢龍11申,8.0,申時二刻妻剋先，火土不刑保安寧。子立木土方能保，隔胞兄弟三四歡。,,
亢,龍,19,申,亢龍19申,5.0,交頸鴛鴦池中浮，配合姻緣喜和睦。妻宮戊申屬猴相，大驛土命百年榮。,,
亢,羅,2,丑,亢羅2丑,2.0,雁過空中望白雲，兄弟宮中有三人。生逢三刻先去父，常棣臻臻各立門。,,
亢,羅,3,丑,亢羅3丑,10.0,十一月令未為吉，官詞口舌惹是非。官事公門難脫手，平安不驚臘月宜。,,
亢,羅,4,丑,亢羅4丑,8.0,玉女鴛鴦歸鳳鸞，丑時二刻妻不全。木火妻宮土水子，兄弟三人你居三。,,
亢,羅,5,酉,亢羅5酉,6.0,運交癸酉主學堂，奮志要扳桂枝香。龍門初步遊泮水，光祖榮宗耀門牆。,,
亢,羅,6,巳,亢羅6巳,7.0,露冷風寒將孟冬，芙蓉結蕊畫堂中。閏九月生二九日，桂子結實福祿亨。,,
亢,羅,7,巳,亢羅7巳,3.0,生逢姻緣四刻良，月老立定夫屬羊。紫燕銜泥畫樑繞，穿簾入舍在高堂。,,
亢,羅,10,酉,亢羅10酉,1.0,亢星纏羅入酉宮，方知父命是屬雞。母命屬蛇過十度，壽比松柏自芳菲。,,
亢,羅,12,酉,亢羅12酉,4.0,牆外一枝花正好，五果結成嫩枝條。長子屬雞如同會，桂枝芬芳氣象高。,,
亢,羅,12,丑,亢羅12丑,5.0,帶雨桃花春色濃，柳陰深處燕鶯聲。辛丑妻宮為庚相，壁上土命福壽榮。,,
亢,羅,17,巳,亢羅17巳,9.0,紅日相會子定昌，生逢七刻更出奇。蟠桃一樹結六果，內有石皮免刑傷。,,
心,土,3,丑,心土3丑,1.0,命宮注壽定延長，八十六歲盡春光。大限來時天祿盡，逍遙快樂上天堂。,,
心,土,3,丑,心土3丑,7.0,雲影天光幾度秋，父親原來是屬牛。母親屬虎星纏定，子孫傳家任悠悠。,,
心,土,5,酉,心土5酉,9.0,大運轉在戌宮安，五福迎門百事全。助夫興家多豐厚，福氣洋洋喜事添。,,
心,土,8,辰,心土8辰,2.0,星宿纏度最精微，安身立命泄天機。注定生辰何日降，父年正交四十一。,,
心,土,9,申,心土9申,3.0,五十三四最風光，門戶康泰福壽昌。滿堂財祿人羡慕，滔滔福氣百年強。,,
心,土,9,巳,心土9巳,8.0,紅杏桃夭似火噴，月老注定是前因。妻宮屬馬生四子，青松桂柏出祥雲。,,
心,土,10,酉,心土10酉,6.0,耐寒松柏結成林，浩然尋梅雪侵身。閏臘月生二十六，季冬將殘盼新春。,,
心,土,12,子,心土12子,4.0,花開莫怨結子晚，海棠休怪月出遲。生逢三月初五日，年等春月日等時。,,
心,土,12,巳,心土12巳,10.0,棠棣枝頭色青黃，兄弟五人排成行。時逢七刻先去父，失卻長公姓名揚。,,
心,土,19,巳,心土19巳,5.0,八字生成定命宮，閏正二十八日生。一枝丹桂從天降，困龍得雨自飛騰。,,
心,文,4,子,心文4子,1.0,孤星文曲過寶瓶，二親庚相定分明。鼠父在堂逍遙樂，慈母屬雞百年榮。,,
心,文,5,辰,心文5辰,7.0,清風明月桂枝新，父是屬龍母虎身。星耀規出雙親相，順逆遲留定人倫。,,
心,文,6,未,心文6未,2.0,蘭房枝頭葉更濃，蟠桃一樹弄清風，父年方交四十四，生你養成丹桂榮。,,
心,文,6,子,心文6子,6.0,運行庚子大亨通，喜氣洋洋入泮宮。一枝丹桂天邊折，萬里青雲足下生。,,
心,文,9,卯,心文9卯,4.0,梨花開放似銀鈴，桃杏枝頭杜宇聲。生辰三月二十日，父母堂前長笑容。,,
心,文,12,亥,心文12亥,3.0,五十九歲至六十，財祿重發最為奇。福祿滔滔如東海，晚景通達更無移。,,
心,文,12,申,心文12申,8.0,春風桃李花正開，鸞鳳交結會元胎。妻宮鼠相生六子，舉案齊眉萬福來。,,
心,文,13,申,心文13申,5.0,東風吹綻桂花香，荷花出水論青黃。生辰閏二月十三，一家榮昌福壽強。,,
心,文,15,辰,心文15辰,9.0,命宮注定壽年高，光陰似箭雪花飄。八十九歲光陰盡，難免無常落荒郊。,,
心,文,15,申,心文15申,10.0,四刻生人細推尋，兄弟五人情不均。雙親位上先去母，合主石皮反生嗔。,,
心,木,3,丑,心木3丑,2.0,度數分宮不差移，一枝花開子結實。父年方交三十八，生你堂前福壽齊。,,
心,木,6,巳,心木6巳,3.0,流年四十七八強，出入謀為大吉昌。仕途榮遷喜吉慶，福祿家門自安康。,,
心,木,6,寅,心木6寅,8.0,東風吹動一枝梅，鴛鴦錦帳共羅緯。妻宮屬鼠姻緣定，喜生三子共齊眉。,,
心,木,7,午,心木7午,6.0,翠竹耐寒色更新，梅花開放雪花侵。閏臘月生初一日，雙親添喜見元辰。,,
心,木,8,午,心木8午,9.0,五刻配合鸞鳳鳴，偕老雙雙夫屬龍。琴瑟和合齊眉案，結髮朱陳月老成。,,
心,木,9,寅,心木9寅,10.0,生逢四刻棠棣強，兄弟五人排成行。雙親位上先去父，失卻恩情淚成行。,,
心,木,14,戌,心木14戌,1.0,星宿過度定世間，父命屬狗母屬猴。遐齡可比松柏景，雙雙有壽永百年。,,
心,木,10,酉,心木10酉,4.0,鴻雁飛鳴過瀟湘，上下展翅任翺翔。兄弟九人爭先後，同氣連枝你四行。,,
心,木,16,寅,心木16寅,5.0,靈台圓滿漸長成，新春節至三陽生。堂上雙親同歡慶，閏正十三你降生。,,
心,木,16,戌,心木16戌,7.0,志望甘羅登科早，命該太公得意遲。只待大運庚戌至，喜氣洋洋入泮池。,,
心,水,5,寅,心水5寅,2.0,堂前丹桂子結成，果然應兆夢熊羆，父年生你三十九，罔極恩深天地同。,,
心,水,7,午,心水7午,3.0,四九五十生瑞氣，命宮遷轉生喜事。財產興旺富豪家，出入通達百福至。,,
心,水,7,卯,心水7卯,8.0,七度過卯定姻緣，妻宮屬馬皆天然。丹桂三枝身榮茂，晚景福祿更清明。,,
心,水,7,未,心水7未,9.0,赤繩繫足配姻緣，綠水滔滔並頭蓮。生逢五刻夫屬狗，一枕鴛鴦永百年。,,
心,水,8,未,心水8未,6.0,梅花綻蕊香滿庭，風擺竹梢葉更清。生辰臘月初六日，魚翁釣罷路迷蹤。,,
心,水,10,卯,心水10卯,10.0,生逢五刻手足昌，兄弟五人各芬芳。堂上雙親先去父，棠棣花開顯清香。,,
心,水,11,戌,心水11戌,4.0,長頸鴻雁立江濱，草木森森仁義存。兄弟九人你居五，必有石皮各立門。,,
心,水,15,亥,心水15亥,1.0,五星定命論五行，生剋造化配的清。注定人間雙親相，父豬母猴兩年庚。,,
心,水,17,卯,心水17卯,5.0,清風明月遇良宵，元宵佳節在今朝。閏正月生十八日，父母堂上產異苗。,,
心,水,17,亥,心水17亥,7.0,胸藏豪氣吐長虹，時運不至命未通。待等大運臨辛亥，喜氣洋洋入泮宮。,,
心,火,1,子,心火1子,7.0,山映青松雪花天，父是鼠相最清閑。萱堂屬虎前生定，月照梅花影上懸。,,
心,火,2,子,心火2子,1.0,南極助壽享遐齡，八十五歲命歸空。辭卻人間登仙界，悠悠蕩蕩不回程。,,
心,火,6,申,心火6申,9.0,持家立業身康泰，最喜待人如敬賓。大運交轉行到辰，粧台粉的滿面欣。,,
心,火,7,卯,心火7卯,2.0,世間何事是真福，人生有子萬事足。父年正交四十歲，生你門前降百福。,,
心,火,8,未,心火8未,3.0,五十一二利官祿，流年遇此登仕途。出入和順百事吉，喜事重重生百福。,,
心,火,8,辰,心火8辰,8.0,欲問人間姻緣事，月老注定不差移。妻宮屬子生四子，福祿臻臻更出奇。,,
心,火,9,申,心火9申,6.0,梅花初綻雪花天，擁出瓊花枝上傳。父母生育你身體，閏臘十一日降生。,,
心,火,11,辰,心火11辰,10.0,鴻雁成行是前緣，兄弟五人一排連。生逢六刻先去父，失卻同心各自安。,,
心,火,12,亥,心火12亥,4.0,空中鴻雁望瀟湘，南北分飛思故鄉。兄弟九人你居六，其中石皮必有傷。,,
心,火,18,辰,心火18辰,5.0,富貴貧賤是天然，閏正月生二十三。丹桂庭前添喜事，門掛新紅弓矢懸。,,
心,巨,1,子,心巨1子,5.0,八字生在五行中，暮景堂前丹桂榮。閏十一月初一日，父母養你應羆熊。,,
心,巨,4,卯,心巨4卯,3.0,天邊雲雁往南飛，嘹嘹唳唳過澤溪。兄弟四人你居長，一家各自立門戶。,,
心,巨,5,未,心巨5未,4.0,薰風初到夏景佳，葵綻稻開送百花。生辰四月初十日，錦繡堂前子生芽。,,
心,巨,8,辰,心巨8辰,1.0,星移斗轉論命宮，時刻不差古今同。注定人間二親相，母命屬猴父屬龍。,,
心,巨,9,申,心巨9申,7.0,堂上家君是屬猴，慈母屬虎配的周。生產人龍傳後世，綠水青山幾千秋。,,
心,巨,9,申,心巨9申,9.0,五星八字巨文星，龍居蒼海已早登。職位在朝伴君王，出入掌握半壁天。,,
心,巨,10,辰,心巨10辰,6.0,雷動中天起臥龍，春雨細細萬物生。運臨甲辰方遂意，先登泮水耀門庭。,,
心,巨,12,亥,心巨12亥,2.0,丹桂風吹異味鮮，穿簾紫燕畫樑間。父年正四十八歲，生你乘瑞下天闕。,,
心,巨,14,子,心巨14子,10.0,二刻生人配成雙，共枕共衿兩鴛鴦。千里姻緣如魚水，夫君屬龍有清香。,,
心,巨,15,酉,心巨15酉,11.0,命宮過酉驛馬星，只宜外方時運同。若閑家中必不樂，出入經營財祿豐。,,
心,巨,16,戌,心巨16戌,12.0,此刻生人衣祿豐，水裡求財家自成。青水藍綠染豔色，可稱漂匠巨富公。,,
心,巨,17,亥,心巨17亥,13.0,此刻生人多安康，不須勞神奔他鄉。自管鋪戶財日發，家業人增不用忙。,,
心,巨,18,子,心巨18子,14.0,一世清閑多聰明，爐中造化顯奇能。可作手蓋為事業，發財興家衣祿豐。,,
心,巨,19,申,心巨19申,8.0,八字前生定的真，九十三歲命歸陰。七魄茫茫幽冥去，家庭之內少一人。,,
心,孛,2,丑,心孛2丑,2.0,三九交至四十間，滿門吉慶家道安。人口興旺財源盛，仕途榮昌福祿遷。,,
心,孛,3,酉,心孛3酉,4.0,石榴開花滿園紅，丹桂庭前杜宇鳴。桃李枝頭結奇果，正是四月二十生。,,
心,孛,3,寅,心孛3寅,5.0,松柏耐寒分外青，枯木寒鴉朔風驚。生辰是閏十一月，十一降生福祿榮。,,
心,孛,4,丑,心孛4丑,10.0,人生命宮定前因，合至中年配成婚。此身曾作玄門客，辭道歸俗落紅塵。,,
心,孛,6,巳,心孛6巳,3.0,人生在世難周全，兄弟六人有一殘。雁行排來你居長，只是同父不同娘。,,
心,孛,10,午,心孛10午,1.0,孛星過午喜洋洋，五福迎門美更昌。先天注定雙親相，父命屬馬母猴鄉。,,
心,孛,11,戌,心孛11戌,9.0,南極注定壽延長，月孛交纏見太陽。九十五歲大限到，逍遙快樂赴黃泉。,,
心,孛,12,午,心孛12午,6.0,命宮官祿甚清奇，更喜丙午命逢之。脫藍換紫先得意，何愁金榜掛名時。,,
心,孛,12,戌,心孛12戌,7.0,八字推求父母宮，安身立命度數行。父是屬狗母屬虎，限到晚年福祿增。,,
心,孛,12,寅,心孛12寅,8.0,雨閏桃花春色紅，綠水河邊鴛鴦鳴。生平三刻姻緣定，夫君定是屬大龍。,,
心,武,1,子,心武1子,3.0,綠水苒苒遶重城，長空飄飄一孤鳴。總照兄弟不得力，孤身獨自立門庭。,,
心,武,5,丑,心武5丑,1.0,雲彩天光幾度秋，二親庚相在內求。父是屬牛安然樂，母是屬猴喜悠悠。,,
心,武,6,巳,心武6巳,7.0,武曲分宮順逆行，父相必定屬小龍。慈母屬虎春光好，家道和合百事成。,,
心,武,7,丑,心武7丑,6.0,祖父積德十數春，榮華富貴配君身。運至辛丑遊泮水，少年得意入黌門。,,
心,武,8,申,心武8申,2.0,宗嗣遲早非偶然，庚相共照在人間。父年正交四十五，方才生你在堂前。,,
心,武,8,辰,心武8辰,4.0,分宮過度論生辰，風飄竹梢色更新。生辰三月二十五，百物青綠正季春。,,
心,武,13,酉,心武13酉,8.0,鴛鴦配定似芙蓉，妻宮屬馬福祿增。丹桂庭前生六子，百花開放映日紅。,,
心,武,14,酉,心武14酉,5.0,春風處處園林發，秋色揚名步步發。生辰原是閏二月，靈胎落地正十八。,,
心,武,16,巳,心武16巳,9.0,梧桐葉落花將殘，黃粱大夢離人間。老父殘軀九十歲，陽關大道不回還。,,
心,武,16,酉,心武16酉,10.0,棠棣開花百味香，兄弟五人不成雙。生逢五刻先去母，雁行分飛望長江。,,
心,金,5,子,心金5子,2.0,分宮過度理最微，神推妙算泄天機。生日應兆何日時，父年正交三十七。,,
心,金,5,辰,心金5辰,3.0,四十五六流年強，財源亨通大吉昌。君子出入皆順利，有喜無凶自然芳。,,
心,金,5,丑,心金5丑,8.0,蟠桃枝上桂花香，赤繩繫足兩鴛鴦。妻宮屬馬生二子，可喜後世更榮昌。,,
心,金,6,巳,心金6巳,6.0,瑞雪紛紛不時臨，閏十一月是元辰。二十六日生身體，寒梅開花浩然尋。,,
心,金,8,丑,心金8丑,10.0,三刻鴻雁立江濱，草木森森仁義存。兄弟五人先去父，必有石皮各立門。,,
心,金,9,申,心金9申,4.0,雁過宮中排成行，滔滔福氣姓名揚。兄弟三人身居三，蘆花深處自生香。,,
心,金,9,巳,心金9巳,9.0,天生姻緣月老成，福祿榮華在命中。生逢四刻夫屬狗，赤繩繫足兩和鳴。,,
心,金,12,酉,心金12酉,1.0,金星入酉最為良，二親庚相喜榮昌。父命元辰是雞相，慈母注定是猴鄉。,,
心,金,15,丑,心金15丑,5.0,五星纏度定吉凶，新春佳景又重逢。閏正降生初八日，楊柳垂金喜氣生。,,
心,金,15,酉,心金15酉,7.0,身宮命中坐實強，滿腹文章志氣剛。運臨己酉方遂意，身掛藍衫還故鄉。,,
心,計,1,亥,心計1亥,4.0,紫燕啣泥正新春，時遇和風氣象新。生辰四月三十日，晚景崢嶸福滿門。,,
心,計,4,卯,心計4卯,2.0,四十三四稱心情，雲收霧散月光明。出入利益財源旺，職位增添福身生。,,
心,計,4,子,心計4子,8.0,春雨花開顯春光，桃李芬芳滿園香。妻宮屬鼠生二子，興家立業福祿昌。,,
心,計,5,辰,心計5辰,6.0,閏十一月是仲冬，二十一日是降生。福壽松柏耐歲寒，各似寒梅吐清香。,,
心,計,7,子,心計7子,10.0,生逢二刻氣象新，兄弟五人不成雙。二親之中先去父，棠棣花開各芬芳。,,
心,計,8,未,心計8未,3.0,秋涼鴻雁高聲鳴，上下翺翔不一同。兄弟兩人爭先後，你身居次望青松。,,
心,計,10,辰,心計10辰,9.0,姻緣前定月老成，夫宮配定屬大龍。生逢四刻皆白髮，晚景堂前鸞鳳鳴。,,
心,計,12,申,心計12申,1.0,五星纏度理最真，分宮算盡世間人。富貴窮通無差錯，父母同是屬猴人。,,
心,計,14,子,心計14子,5.0,斗轉寅位月鈎懸，宇宙春回閏月年。閏正初三日降生，父母堂前展笑顏。,,
心,計,14,申,心計14申,7.0,雪案螢火志在冬，寒窗十載苦用功。早歲屢試皆不第，運至戊申入泮宮。,,
心,氣,1,子,心氣1子,2.0,三十七八最為良，祿馬同宮命元強。出入謀為皆順利，喜氣迎門百福昌。,,
心,氣,2,丑,心氣2丑,5.0,仲冬數九雪花飛，枯木寒鴉叫聲淒。暮景正閏十一月，本當初六你生期。,,
心,氣,3,子,心氣3子,10.0,命中孤星是前因，合主參玄拜天尊。只因家園還未脫，中途辭道伴紅塵。,,
心,氣,4,申,心氣4申,4.0,紫燕飛舞鬧畫樑，黃鳥啼聲在綠楊。生辰四月十五日，滔滔衣祿似長江。,,
心,氣,5,辰,心氣5辰,3.0,棠棣開花各芬芳，兄弟五人不成雙。雁行排來你居長，滿門福祿一枝香。,,
心,氣,9,巳,心氣9巳,1.0,五星定命先賢留，二親庚相柱中求。生剋制化五行理，父命屬蛇母屬猴。,,
心,氣,10,酉,心氣10酉,9.0,命主大壽幾時終，北極定就壽無窮。九十四歲黃粱夢，逍遙快樂赴南宮。,,
心,氣,11,巳,心氣11巳,6.0,運臨乙巳遇文昌，胸藏古今姓名揚。屢試棘圍皆得意，芹宮泮水喜生光。,,
心,氣,11,酉,心氣11酉,7.0,五星纏度定命宮，父屬司晨雞為靈。萱堂屬虎皆有壽，伉儷相配養人龍。,,
心,氣,13,丑,心氣13丑,8.0,生逢二刻定姻緣，鴛鴦成對戲彩蓮。夫男屬狗赤繩繫，月老前定非偶然。,,
心,陰,2,丑,心陰2丑,3.0,一對鴻雁望天崖，兄弟兩人宿蘆花。同氣連枝你居長，世景榮泰自立家。,,
心,陰,6,寅,心陰6寅,1.0,人馬宮中過太陰，二親庚相定的真。父命屬虎母猴相，福壽延長祿並臻。,,
心,陰,7,巳,心陰7巳,4.0,清和柳絮顯風光，百年世事草木昌。逍遙自在雙親育，三月三十產畫堂。,,
心,陰,7,午,心陰7午,7.0,清風擺柳繞雲煙，父是屬馬青松間。母親原來是屬虎，榮華富貴如推遷。,,
心,陰,8,寅,心陰8寅,6.0,運至壬寅果出奇，可喜文齊福又齊。今日暫且居泮水，他年必折丹桂枝。,,
心,陰,10,酉,心陰10酉,2.0,過酉安身立命宮，丹桂庭前子結成。父年方交四十六，晚景生你有芳名。,,
心,陰,14,戌,心陰14戌,8.0,五星纏度命定真，妻宮原是屬鼠人。繼述之托嫡難成，必產庶室一子臨。,,
心,陰,15,戌,心陰15戌,5.0,應時陽暖遇春風，紫燕回歸畫樑中。閏二月生二十三，一輪明月照西東。,,
心,陰,17,午,心陰17午,9.0,八字先定度數排，九十一歲命中該。魂魄逍遙辭人世，回首一夢赴陽臺。,,
心,陰,17,戌,心陰17戌,10.0,生逢六刻度數分，兄弟五人氣象新。雙親位上先去母，父守寒裘百年春。,,
心,紫,3,亥,心紫3亥,9.0,身行戌運不均調，心中憂悶命裡招。懶待夫君心不定，菱花只在腦後飄。,,
心,紫,4,午,心紫4午,2.0,命宮注定理難更，丹桂庭前子初生。父年方交四十三，爾身降世吐長虹。,,
心,紫,4,卯,心紫4卯,7.0,人生若問雙親相，分宮過度細推詳。四度過卯纏紫微，父兔母虎福祿長。,,
心,紫,5,卯,心紫5卯,1.0,壽元長短造化分，松柏青青歲月深。八十八歲財祿盡，辭卻人世去歸陰。,,
心,紫,10,寅,心紫10寅,4.0,春風擺柳花正鮮，子規樹上叫聲喧。生辰三月十五日，靈胎落地降人間。,,
心,紫,11,戌,心紫11戌,3.0,五十七八最為良，花逢細雨正芬芳。職位升遷爵祿興，百福禎祥事事昌。,,
心,紫,11,未,心紫11未,8.0,昔日月老配姻緣，妻宮屬馬保安全。丹桂庭前生五子，百年福祿永團圓。,,
心,紫,12,未,心紫12未,5.0,春風雨露萬物發，恩光降生顯榮華。父母罔極恩難報，生辰閏二月初八。,,
心,紫,12,亥,心紫12亥,6.0,朔風凜凜透骨寒，梅竹青青萬景殘。閏臘月生二十六，春節相迎盼新年。,,
心,紫,14,未,心紫14未,10.0,鴻雁分飛在堂中，兄弟五人一般同。三刻生人先去母，失卻扶助各自行。,,
心,陽,3,寅,心陽3寅,3.0,鴻雁分飛立江濱，草木森森仁義存。兄弟三人你居長，各吐胸襟立家門。,,
心,陽,6,午,心陽6午,4.0,鶯宿半夏清和景，南星甘草共伏苓。立夏四月初五日，知母當歸肉芙蓉。,,
心,陽,7,卯,心陽7卯,1.0,分宮過度理最玄，命宮注定不虛言。要問人間親庚相，父親屬兔母猴年。,,
心,陽,8,未,心陽8未,7.0,山映青松萬花林，家君定是屬羊人。萱堂屬虎星注定，蘭桂芬芳茂成林。,,
心,陽,9,卯,心陽9卯,6.0,雪案螢窗氣志堅，聖賢經史苦鑽研。喜得運臨癸卯位，天衢初步玉階前。,,
心,陽,11,戌,心陽11戌,2.0,演星之理最玄微，命中之事預先知。若問君身何日降，父年正交四十七。,,
心,陽,15,亥,心陽15亥,8.0,星辰過度命中居，定人一生總不虛。妻宮屬馬不生子，送終三子庶中出。,,
心,陽,16,亥,心陽16亥,5.0,八字命中定不差，閏二月生二十八。燕繞畫堂傳書信，丹桂庭前開梅花。,,
心,陽,18,未,心陽18未,9.0,北斗星君注死生，享壽九十二歲終。鹿到圍場又逢網，陽臺夢斷一場空。,,
心,陽,18,亥,心陽18亥,10.0,生逢七刻手足強，鴻雁分飛排成行。兄弟五人先去母，內有石皮情不長。,,
心,龍,3,巳,心龍3巳,2.0,五星之理最精微，末來之時預先知。父年生你四十二，丹桂堂前福祿齊。,,
心,龍,3,寅,心龍3寅,7.0,父命年庚生在寅，萱堂屬虎是同庚。遐齡可比松柏景，傲雪欺霜更長青。,,
心,龍,4,寅,心龍4寅,1.0,南極注定壽年延，光陰似箭快如梭。八十七歲光陰盡，回首夕陽夢南柯。,,
心,龍,4,戌,心龍4戌,9.0,大運交辰身不寧，殃災疾病氣惱生。持家立計無心緒，又惹煩惱事來驚。,,
心,龍,10,酉,心龍10酉,3.0,五十五六福重加，添財進喜有興發。私謀官幹皆吉利，仕路升遷喜氣連。,,
心,龍,10,午,心龍10午,8.0,姻緣簿上主榮昌，鸞交鳳友配成雙。妻宮注定屬鼠相，必產五子在畫堂。,,
心,龍,11,丑,心龍11丑,4.0,桃李開時滿園香，喜鵲鬧枝遇春光。生辰三月初十日，暮景福祿喜榮昌。,,
心,龍,11,午,心龍11午,5.0,驚蟄前後仲春時，梅梢枝上子規啼。閏二月生初三日，堂上雙親見子奇。,,
心,龍,11,戌,心龍11戌,6.0,季冬將盡望新正，瑞雪飄飄松柏青。閏臘月生二十一，靈胎落地晚年豐。,,
心,龍,13,午,心龍13午,10.0,生逢二刻氣象昌，兄弟五人不成雙。堂上雙親先去母，棠棣花開各芬芳。,,
心,羅,2,戌,心羅2戌,4.0,葵花初綻黃鸝對，杜鵑枝頭叫聲暄。生辰四月二十五，堂上雙親添笑顏。,,
心,羅,3,寅,心羅3寅,2.0,四十一二家業興，此年財祿主崢嶸。出入行動交貴友，千條萬事稱心情。,,
心,羅,4,卯,心羅4卯,5.0,寒風透戶數九天，玉石砌路粉妝山。生辰乃閏十一月，十六出世降人間。,,
