category,star,degree,branch,code,aux_num,verse,mansion28,seven_governors
女,土,3,丑,女土3丑,6.0,坎離變垢乾坤亮，春回宇宙萬物強。土星過丑轉三度，父是屬牛母屬羊。,28宿,七政
女,土,4,丑,女土4丑,3.0,荷花萌動百花生，楊柳枝頭杜鵑鳴。生辰五月初九日，喜氣長加百福增。,角,氣
女,土,7,巳,女土7巳,4.0,百花開放正芳榮，畫堂常聞燕語聲。閏三月生二十七，杜鵑枝上子初成。,亢,孛
女,土,7,丑,女土7丑,9.0,癸丑桑柘木命生，壽享七十八歲齡。別卻凡塵辭人世，一枕南柯命歸空。,氐,羅
女,土,9,巳,女土9巳,7.0,姻緣前世配夫妻，月老配定不差移。妻宮屬豬生四子，丹桂青青更出奇。,房,計
女,土,10,巳,女土10巳,1.0,土星纏女過巳宮，晚景福壽山海同。母年生你三十正，果然弄璋應羆熊。,心,金
女,土,11,酉,女土11酉,2.0,三十一二身不寧，一場煩惱一場驚。災難口舌破財至，凡事顛倒有悲聲。,尾,木
女,土,13,酉,女土13酉,8.0,此命寅時生見祥，姻緣配合小洞房。群陰和合秋蟬噪，意欲庭前丹桂香。,箕,水
女,土,14,酉,女土14酉,5.0,不宜守祖家業凋，漸漸消磨似風搖。雖然盈積園林旺，別遷為福七刻交。,斗,火
女,土,19,巳,女土19巳,10.0,陽順陰逆定世間，手足宮中仔細參。姐妹兩人居兩母，次序之中你居先。,牛,土
女,文,2,子,女文2子,8.0,乙日丁亥時正明，荷戴天恩祿千鐘。五福並臻君獨受，光宗耀祖顯門庭。,女,龍
女,文,5,子,女文5子,5.0,庚子運臨步步高，五度過子化金鰲。九天雨露恩光重，職位升遷樂滔滔。,虛,紫
女,文,6,子,女文6子,2.0,先天注定兄弟宮，雁過長江五個鳴。手足行中你居長，不是同胎一母生。,危,文
女,文,6,辰,女文6辰,6.0,六度遇辰清風景，百年福祿百年榮。文星纏女爭春色，母親屬羊父屬龍。,室,武
女,文,7,辰,女文7辰,3.0,蟠桃枝上桂花香，雨過園林景色涼。生辰五月二十四，春雷一聲震帝邦。,壁,陰
女,文,10,申,女文10申,4.0,海棠榴花似火紅，洞房添喜又重明。閏四月生十二日，梨花朵朵似金鈴。,奎,陽
女,文,10,辰,女文10辰,9.0,丙辰沙中土命生，寒雞唱處壽必終。八十四歲辭人世，一枕黃粱命歸空。,婁,巨
女,文,12,申,女文12申,7.0,鴛鴦和鳴配鸞鳳，妻宮屬蛇豈尋常。滿樹花開結六果，福祿榮華百年昌。,胃,
女,文,13,申,女文13申,1.0,安身立命非偶然，母命生你三十三。一枝丹桂堂前立，晚景福祿自清閑。,昂,
女,文,14,申,女文14申,10.0,文曲失限過申宮，姐妹五人母不同。次序之中你居長，必有石皮在其中。,畢,
女,木,4,寅,女木4寅,4.0,綠柳苒苒杏花天，閏三月生降人間。生辰正逢十二日，父母添喜在堂前。,嘴,
女,木,6,寅,女木6寅,7.0,姻緣前定非偶然，妻宮屬蛇三子全。蘭房馨香聲名美，夫妻和諧滿郡傳。,參,
女,木,7,寅,女木7寅,1.0,命宮注定非偶然，庚相共照降人間。母命方交二十七，生你恩同罔極天。,井,
女,木,8,午,女木8午,2.0,二十五六運命低，凡事不利惹是非。事事否泰皆由命，破財口舌人又離。,鬼,
女,木,10,午,女木10午,8.0,命中巳時姻緣孤，身居側室配老夫。老陽少陰前生定，丹桂秋香產鳳雛。,柳,
女,木,11,午,女木11午,5.0,生逢時刻命非強，田宅不旺星不良。離祖遷移興家業，若守祖業還不祥。,星,
女,木,11,戌,女木11戌,9.0,乙日丁丑時上清，才高班馬占魁名。金玉滿堂重重富，採芹折桂步蟾宮。,張,
女,木,15,戌,女木15戌,6.0,庚戌大運到此間，人財兩旺福漸添。良玉加琢為至寶，爵位升遷現世仙。,翼,
女,木,16,戌,女木16戌,3.0,空中鴻雁望長江，兄弟七人有破傷。內有名顯你居九，同父一脈不同娘。,軫,
女,木,16,寅,女木16寅,10.0,分宮過度定命清，手足宮中仔細評。姐妹五人你三位，五星纏度定的明。,,
女,水,5,卯,女水5卯,4.0,滿樹桃花等雨開，東風吹綻一枝來。丹桂庭前曾結子，閏三十七母離胎。,,
女,水,7,卯,女水7卯,7.0,鸞鳳交結是前緣，妻宮屬豬喜安然。命中三子堂前立，異日福壽兩俱全。,,
女,水,8,卯,女水8卯,1.0,命宮注定更無差，君身必定享榮華。歸根落命降人世，母年方交二十八。,,
女,水,9,未,女水9未,2.0,二十七八凶星纏，災殃臨身祿不全。無端口舌煩惱事，必定破財在此年。,,
女,水,11,未,女水11未,8.0,辰時生人福星虧，難得結髮共齊眉。休怨月老錯婚配，命宮側室守孤幃。,,
女,水,12,未,女水12未,5.0,不守祖業在他鄉，田宅宮中星災殃。離祖成家且安穩，晚景豐盈更榮昌。,,
女,水,12,亥,女水12亥,9.0,乙日丙子時正香，五福並臻更流芳。富貴雙全聲名美，手折丹桂步玉堂。,,
女,水,16,亥,女水16亥,6.0,運交辛亥福祿盈，爵位升遷家業興。金馬玉堂人共愛，四海揚名入帝京。,,
女,水,17,亥,女水17亥,3.0,手足宮中有破傷，不同娘生十一郎。雁行排來你居小，有貴有壽有榮昌。,,
女,水,17,卯,女水17卯,10.0,五星推算定的明，分宮過度有奇能。三朵鮮花觀不盡，再添一朵是四層。,,
女,火,2,子,女火2子,6.0,女纏火星過子宮，父是屬鼠母屬羊。松柏青青南山老，森森月影照畫堂。,,
女,火,3,子,女火3子,3.0,丹桂庭前吐馨香，蟠桃果熟正芬芳。生辰五月初四日，胎離母身見日光。,,
女,火,6,辰,女火6辰,4.0,碧桃開放春光美，風吹殘花逐流水。閏三月生二十二，海棠花放牡丹催。,,
女,火,6,子,女火6子,9.0,壬子年生桑柘木，壽至七十八歲春。江邊雞唱方回首，山頭頂上自沉音。,,
女,火,8,辰,女火8辰,7.0,姻緣相配似芙蓉，妻宮屬蛇四子成。青松桂柏森森茂，安享福壽衣祿豐。,,
女,火,9,辰,女火9辰,1.0,命宮注定無差移，知汝身降是何期。母年方交二十九，丹桂花開結子實。,,
女,火,10,申,女火10申,2.0,二九三十身受驚，口舌破財疾病生。浪中行船風又起，紅日東升被雲蒙。,,
女,火,12,申,女火12申,8.0,生逢卯時非尋常，姻緣配合似吳湘。老陽少陰今配定，身邊嫩蕊產兒郎。,,
女,火,13,申,女火13申,5.0,田宅宮中惡曜逢，縱有田宅外園成。不宜守祖命中定，生逢八刻理一同。,,
女,火,18,辰,女火18辰,10.0,火星入辰八度行，推算人間姊妹宮。一排五人你身四，同氣連枝一體生。,,
女,巨,2,子,女巨2子,1.0,十三十四不為吉，龍居淺水被蝦欺。災病臨身皆由命，財散骨肉也相離。,,
女,巨,3,辰,女巨3辰,10.0,欲知流年小運通，煞星流轉到命宮。須防八九月不利，災消禍散十月中。,,
女,巨,4,子,女巨4子,7.0,女星生逢正亥時，身坐雙房非正妻。配合老陽順天命，夫主羨愛喜側室。,,
女,巨,5,子,女巨5子,4.0,三刻生人貴可欽，善曉二宅與陰陽。身披法衣禮佛事，手執笏板念天尊。,,
女,巨,5,辰,女巨5辰,8.0,乙日時逢癸未交，必然平地上九霄。食享天祿身榮貴，改換門閭姓名標。,,
女,巨,9,辰,女巨9辰,5.0,大運甲辰趁心懷，財運亨通百福來。恩賜爵位重遷轉，不愁平地起樓臺。,,
女,巨,10,辰,女巨10辰,2.0,鴻雁聲鳴思故鄉，足手六人不同娘。上有二兄下三弟，也有石皮也有芳。,,
女,巨,10,申,女巨10申,6.0,巨星過度非尋常，分宮纏女過陰陽。十度行來乾坤對，父命屬猴母屬羊。,,
女,巨,11,申,女巨11申,3.0,暑月炎天荷花紅，柳蔭深處黃鶯鳴。生辰六月十四日，畫樑紫燕呢喃聲。,,
女,巨,14,申,女巨14申,9.0,庚申柘榴木命生，龍蛇之年福不增。壽過九九年庚到，一夢黃粱去無踪。,,
女,孛,4,寅,女孛4寅,1.0,七十八歲不為高，顛倒騎驢過紙橋。幸喜吉星相解救，方免無事也心焦。,,
女,孛,5,寅,女孛5寅,6.0,流年行至十七八，求財謀望不稱心。不如閉門家裡坐，方免官非口舌生。,,
女,孛,6,寅,女孛6寅,7.0,女命正逢酉生時，身在人間納寵榮。老陽少陰配成雙，爭奈洞房滴淚痕。,,
女,孛,6,午,女孛6午,10.0,流年小限主損財，正逢二三主有災。若求災消並禍散，春盡三月趁心懷。,,
女,孛,7,寅,女孛7寅,4.0,地理陰陽貴人欽，禳星謝土又安神。只因生在五刻內，身披法衣念天尊。,,
女,孛,7,午,女孛7午,8.0,乙日辛巳時豐隆，丹桂庭前福無窮。胸藏錦繡人爭羨，萬花叢中獨顯名。,,
女,孛,11,午,女孛11午,5.0,大運丙午財祿發，猶如白玉寶無瑕。恩光臨門推遷至，瑤台蟠桃祝壽華。,,
女,孛,12,午,女孛12午,2.0,雁過南樓次序排，兄弟七人一父來。手足雖然你居四，生人不是一母胎。,,
女,孛,12,戌,女孛12戌,6.0,女戌纏孛入戌宮，父是屬狗母屬羊。孛舞天門十二度，喜氣洋洋大吉昌。,,
女,孛,13,戌,女孛13戌,3.0,目下瓊花滿庭春，月照青松映畫堂。生辰六月二十四，晚景悠悠歲月長。,,
女,孛,16,戌,女孛16戌,9.0,壬戌年生大海水，辰巳年間大有虧。壽年七十零九歲，一枕南柯命不回。,,
女,武,3,丑,女武3丑,8.0,乙日時逢丙戌排，必是豪傑出類才。食享天祿身榮貴，更有鱗兒降庭台。,,
女,武,3,酉,女武3酉,10.0,武曲遇酉度數分，姐妹行中有六人。你身居長不同母，內有石皮不刑侵。,,
女,武,6,丑,女武6丑,5.0,大運交臨辛丑鄉，名利場內顯風光。職位遷轉重重至，爵祿清新永流芳。,,
女,武,7,丑,女武7丑,2.0,兄弟宮中有榮昌，君居長位共五雙。手足總是同一脈，也有破傷不同娘。,,
女,武,7,巳,女武7巳,6.0,武曲纏女過巳宮，父命屬蛇母羊庚。堂前安樂清閑景，可比南山四皓公。,,
女,武,8,巳,女武8巳,3.0,桃李枝頭弄青紅，梅桂生香味更清。生辰五月二十九，劬勞罔極恩非輕。,,
女,武,11,酉,女武11酉,4.0,荷花定蕊孟夏天，閏四月生一十七。傍花隨柳春常在，父母恩育與天齊。,,
女,武,11,巳,女武11巳,9.0,丁巳生人沙中土，戌亥年間命有阻。大限七十零九歲，夢到黃粱命歸土。,,
女,武,13,酉,女武13酉,7.0,月老注定姻緣簿，兩家赤繩繫並成。妻宮配合屬豬相，定產六子同娘父。,,
女,武,14,酉,女武14酉,1.0,桃花開放正遇春，父母錦帳笑欣欣。母年生你二十四，晚景榮華百福臻。,,
女,金,3,丑,女金3丑,4.0,春三天氣日初長，陽和舞動草木香。閏三月生初七日，暮景悠悠好風光。,,
女,金,5,丑,女金5丑,7.0,一輪明月出雲端，鸞鳳交結配姻緣。蘭房宜合屬豬妻，生產二子芳名傳。,,
女,金,6,丑,女金6丑,1.0,春早花開滿園林，一枝丹桂正芳芬。母命生你二十六，晚景榮華福祿臻。,,
女,金,7,巳,女金7巳,2.0,二十三四悶懨懨，災厄刑傷百事纏。心欲上天天無路，要想入地地無門。,,
女,金,9,巳,女金9巳,8.0,鴛鴦戲水在蓮池，月老注定不差移。休怨生身蒼頭寵，皆因生逢正午時。,,
女,金,10,巳,女金10巳,5.0,精通陰陽志氣立，識得來龍去脈安。身披法服朝玉帝，口念天尊八刻間。,,
女,金,10,酉,女金10酉,9.0,乙日戊寅時生福，丹桂庭前萬鍾祿。玉堂金馬人爭羨，四海揚名達帝都。,,
女,金,14,酉,女金14酉,6.0,大運流轉己酉宮，爵祿蓁蓁百福通。職位重重加吉兆，猶如紅日照東升。,,
女,金,15,酉,女金15酉,3.0,兄弟宮中金星纏，手足十人一脈傳。內有石皮你居六，母雖不同共一父。,,
女,金,15,丑,女金15丑,10.0,金星過丑喜相生，五度行之入女宮。姐妹四人你三位，各遵四德守三從。,,
女,計,2,子,女計2子,4.0,乘時蘭桂喜芬芳，梅綻花開應時香。閏三月生初二日，月鈎斜掛顯清光。,,
女,計,4,子,女計4子,7.0,月老前世配洞房，蟠桃枝上結花香。妻宮屬蛇生二子，乘時榮桂喜芬芳。,,
女,計,5,子,女計5子,1.0,劬勞養育是母緣，安身立命降人間。萱堂年交二十五，生你恩深在堂前。,,
女,計,6,辰,女計6辰,2.0,急水行船篙損傷，臨崖勒馬失繩韁。二十一二禍殃到，總然哭聲也有妨。,,
女,計,8,辰,女計8辰,8.0,蒼松相配初笋芽，計都無心送吳娃。老陽少陰成佳偶，身居側室定不差。,,
女,計,9,辰,女計9辰,5.0,七刻生人地理仙，精通陰陽滿郡傳。音樂響亮神前鬧，超度亡靈上西天。,,
女,計,9,申,女計9申,9.0,乙日己卯時定真，丹桂高扳壓萬人。蘭桂芬芳家道喜，堆金積玉福祿臻。,,
女,計,13,申,女計13申,6.0,戊申運臨事事通，靈根非種自天生。喜沐聖恩位遷轉，福祿蓁蓁享大名。,,
女,計,14,申,女計14申,3.0,兄弟宮中景色奇，九人不是一母出。排來你身居五位，家業長短各不齊。,,
女,計,14,子,女計14子,10.0,女宿纏計過子宮，四度行來斷得清。姐妹三人居一體，你身最小第三名。,,
女,氣,3,丑,女氣3丑,1.0,運交戊酉更榮昌，增財添喜不尋常。上下兩運俱吉慶，庫滿金銀衣滿箱。,,
女,氣,4,丑,女氣4丑,5.0,十五十六運不通，三度過丑病相侵。若不與人生閑氣，口舌重重是非生。,,
女,氣,4,巳,女氣4巳,10.0,凶星入命上流年，提防三四有災纏。定主破財口舌事，五月仲夏喜安然。,,
女,氣,5,丑,女氣5丑,7.0,女命生逢正戌時，身居必然位庶妻。老陽偏照嫩花蕊，丹桂秋結子出奇。,,
女,氣,6,丑,女氣6丑,4.0,時上生逢四刻間，合習二宅地埋仙。頭頂法冠朝三清，口中常念南無天。,,
女,氣,6,巳,女氣6巳,8.0,乙日生人姓名揚，時逢壬午富祿昌。採芹折桂登霄漢，光宗耀祖顯門庭。,,
女,氣,10,巳,女氣10巳,5.0,大運乙巳福更奇，爵位升遷入鳳池。寒潭映月清名美，慈雞抱嬰意瑞齊。,,
女,氣,11,巳,女氣11巳,2.0,空中嘹嚦雁南回，兄弟十人你三魁。生身一父不同母，帶破一二共羅幃。,,
女,氣,11,酉,女氣11酉,6.0,氣星纏女顯春光，父是屬雞母屬羊。過酉十一相愛敬，家道合和納禎祥。,,
女,氣,12,酉,女氣12酉,3.0,暑來炎炎不可當，火輪懸掛在簷前。百鳥俱乘陰涼臥，六月十九降人間。,,
女,氣,15,酉,女氣15酉,9.0,辛酉石榴木命生，若逢虎年命歸終。七十八歲交大限，身化為泥氣化風。,,
女,陰,4,寅,女陰4寅,8.0,乙日乙酉時正清，聖賢經業蘊胸中。美玉琢磨方成器，可喜平步上九重。,,
女,陰,7,寅,女陰7寅,5.0,運至壬寅大亨通，爵祿榮顯福壽齊。心忙身閑多思慮，刀筆功名遷轉奇。,,
女,陰,8,寅,女陰8寅,2.0,先天星宿定的真，雁行排來是五行。你身雖然居第二，不是同胎一母生。,,
女,陰,8,午,女陰8午,6.0,女星過午纏陰方，翠竹梅花傲雪霜。分度過度父母相，父是屬馬母屬羊。,,
女,陰,9,午,女陰9午,3.0,葵花綻蕊半夏天，生逢六月初四間。傳家美器多福壽，一世榮華任晚年。,,
女,陰,10,戌,女陰10戌,10.0,女土蝠纏太陰星，手足宮中斷的清。姐妹七人你居長，原來不是一母生。,,
女,陰,12,戌,女陰12戌,4.0,金雞玉兔走西東，半生造化晚年豐。閏四月生二十二，預將未來報君知。,,
女,陰,12,午,女陰12午,9.0,戊午天上火命生，子丑二字祿不增。大限來時八十正，一夢辭世命歸空。,,
女,陰,14,戌,女陰14戌,7.0,星宿過度最為奇，妻宮屬蛇子定稀。男女宮中恩星至，偏房枝上一子實。,,
女,陰,15,戌,女陰15戌,1.0,良辰佳節兩相成，風清月朗更清明。母年方交三十五，生你門戶又添丁。,,
女,紫,5,卯,女紫5卯,6.0,女星纏紫過卯宮，父是屬兔母屬羊。卯宮五度星辰驗，門庭清吉更高強。,,
女,紫,6,卯,女紫6卯,3.0,蟠桃秋香結子成，蟬聲高噪柳蔭中。生辰五月十九日，分陰分陽定五行。,,
女,紫,9,未,女紫9未,4.0,夏月榴花似紅火，海棠花開色豔濃。閏四月生初七日，父母添丁子初成。,,
女,紫,9,卯,女紫9卯,9.0,乙卯大溪水命生，壽似南山不老松。八九之年零一歲，一枕黃粱命歸空。,,
女,紫,11,未,女紫11未,7.0,鴛鴦戲水在中秋，妻宮屬豬百年周。丹桂庭前生五子，福氣滔滔水東流。,,
女,紫,12,未,女紫12未,1.0,命宮注定你生辰，慈母三十二歲春。喜慶流芳陰功厚，晚景福祿降家門。,,
女,紫,13,未,女紫13未,10.0,紫微過未仔細參，雙位嫦蛾下廣寒。你身居一不同母，仙人推算豈非凡。,,
女,紫,13,亥,女紫13亥,2.0,三十五六命運倒，災殃禍患時時招。半夜行船風又起，醉後騎驢上紙橋。,,
女,紫,15,亥,女紫15亥,8.0,子時生人福不強，洞房少陰配老陽。身在側室白髮婚，己生子女不叫娘。,,
女,紫,16,亥,女紫16亥,5.0,女宿纏紫定世間，度行十六亥宮穿。離祖成家興事業，生來造化你命然。,,
女,陽,5,卯,女陽5卯,8.0,乙日時上甲申間，登雲步月丹桂扳。命中祿馬天乙貴，腰金衣紫列朝班。,,
女,陽,5,亥,女陽5亥,10.0,女土蝠纏太陽星，運行五度過亥宮。姐妹八人不同母，也有石皮也有榮。,,
女,陽,8,卯,女陽8卯,5.0,大運流轉癸卯臨，爵位升遷長精神。玉出荊山光陰景，至寶無瑕天下聞。,,
女,陽,9,卯,女陽9卯,2.0,雁行排來十兄弟，你居次位也英名。內中必有石皮體，不是同胎一母生。,,
女,陽,9,未,女陽9未,6.0,女陽交纏定高強，椿萱庚相同屬羊。先後兩天乾坤對，二親宮中仔細詳。,,
女,陽,10,未,女陽10未,3.0,鶯轉喬木秋蟬鳴，丹桂庭前寒蛩聲。生辰九月初九日，父母堂前笑顏生。,,
女,陽,13,亥,女陽13亥,4.0,陰陽命定分吉凶，閏四月生二十七。父母生你心歡喜，身閑心忙福祿足。,,
女,陽,13,未,女陽13未,9.0,陽星過未度數清，己未天上火命生。壽至七十零七歲，一枕南柯命歸空。,,
女,陽,15,亥,女陽15亥,7.0,十五過度妻亥豬，女陽交纏剋子宮。縱然有子難存立，庶室重重二子成。,,
女,陽,16,亥,女陽16亥,1.0,八字能泄造化機，命中注定不虛言。母命生你三十六，一枝丹桂立堂前。,,
女,龍,4,寅,女龍4寅,6.0,女宿過寅最為良，父是虎相母屬羊。一枝丹桂花開早，龍星四度最為強。,,
女,龍,5,寅,女龍5寅,3.0,青松桂柏長成林，根深葉茂聚濃蔭。生辰五月十四日，靈胎落地見元辰。,,
女,龍,8,午,女龍8午,4.0,閏四月生孟夏天，初二生產在人間。石榴花開紅似火，杜鵑枝上叫聲喧。,,
女,龍,8,寅,女龍8寅,9.0,甲寅年生命最堅，大溪水命壽南山。大限已定八十五，一枕黃粱到九泉。,,
女,龍,10,午,女龍10午,7.0,前世結交鸞鳳婚，鴛鴦一枕共同衾。妻宮屬蛇生五子，桂柏青松出現雲。,,
女,龍,11,午,女龍11午,1.0,命宮星泄造化機，龍星過午無差移。若問你身何年降，母年生你三十一。,,
女,龍,12,午,女龍12午,10.0,龍星入午定陰陽，姐妹宮中仔細詳。生來三人不同母，次序之中你一行。,,
女,龍,12,戌,女龍12戌,2.0,三十三四有哭星，江內行船遇狂風。命中遇災顛倒事，凶中化吉惹虎驚。,,
女,龍,14,戌,女龍14戌,8.0,生逢丑時主不佳，蒼松配合少年花。夫星年將花甲盡，必作庶室發嫩芽。,,
女,龍,15,戌,女龍15戌,5.0,富貴榮華命裡招，星宿過度不相饒。離祖別遷多興旺，若守祖業定蕭條。,,
女,羅,4,子,女羅4子,9.0,羅星過子四度尋，姐妹行中有三人。次第之中你最小，同氣連枝一體生。,,
女,羅,5,卯,女羅5卯,2.0,十九二十身有災，事事謀為不趁懷。凶多吉少皆由命，閑是閑非口舌來。,,
女,羅,7,卯,女羅7卯,7.0,申時生人氣最和，蘭房空似無頭鵝。側室春暖洞房火，月老千里相配合。,,
女,羅,7,未,女羅7未,10.0,凶星入命占流年，十月十一有牽連。必定財破口舌鬧，待交臘月喜安然。,,
女,羅,8,卯,女羅8卯,5.0,六刻生人習陰陽，安神謝土把星禳。身披法衣朝三清，頭頂星冠做道場。,,
女,羅,8,未,女羅8未,8.0,乙日庚辰時清吉，福祿重重世間稀。滿門朱紫人爭羨，畫堂蘭桂更出奇。,,
女,羅,13,未,女羅13未,3.0,兄弟五人你最小，行中一父不同母。同根同土難同業，內有帶破有榮枯。,,
女,羅,13,亥,女羅13亥,6.0,星曜類同志量強，女星入亥分外光。木木成林十三度，父是屬馬母屬羊。,,
女,羅,14,亥,女羅14亥,4.0,五湖四海水周流，日夜滔滔不斷頭。生辰六月二十九，暑去寒來又復秋。,,
女,羅,17,亥,女羅17亥,1.0,癸亥年間造化希，大海水命福祿齊。壽年七十零八歲，一枕黃粱定無疑。,,
井,土,2,子,井土2子,6.0,榆柳開花三月中，夫宮屬牛配成婚。一對鴛鴦水上舞，長天秋水一色新。,,
井,土,4,子,井土4子,3.0,松柏翠枝映山青，淡淡濃濃傲雪冰。菊花開放秋將盡，正是九月初四生。,,
井,土,6,辰,井土6辰,4.0,將至季秋金風天，賓鴻對對往南還。閏七月生二十一，丹桂枝香滿堂前。,,
井,土,6,子,井土6子,9.0,命宮注定亥時生，合主手藝逞奇能。一生衣祿四方有，百事般般件件通。,,
井,土,8,辰,井土8辰,2.0,樂天知命是五行，枯梅晚綻耐歲寒。蘭房喜事從天降，五十三歲生兒男。,,
井,土,10,申,井土10申,1.0,土星過申喜相生，父命屬猴福祿增。母命屬羊遐齡壽，井宿十度定分明。,,
井,土,10,辰,井土10辰,7.0,迷群孤雁聲不歇，失偶尋盟子規血。剋妻再續鴛鴦對，月老注定是屬蛇。,,
井,土,13,申,井土13申,8.0,土星纏井不亨通，十三遇申陰陽空。母命屬兔先剋去，雞父有壽似青松。,,
井,土,14,申,井土14申,5.0,運交申宮主大驚，刑傷子息見哭聲。家門不利財耗散，杏花未熟遇暴風。,,
井,土,18,辰,井土18辰,10.0,前生姻緣配鸞鳳，鴛鴦交頸少成歡。妻宮定就何庚相，定小夫主十七冬。,,
井,文,5,卯,井文5卯,6.0,瑤琴正撫忽斷弦，鴛鴦失偶分兩邊。剋夫重配屬羊命，再度春光過百年。,,
井,文,7,卯,井文7卯,3.0,金風吹動南還雁，桂子芬芳百花週。生辰九月十九日，菊花開放正三秋。,,
井,文,9,未,井文9未,4.0,金風吹動菊花香，萬物蕭條季秋涼。閏八月生初七日，物移時換景蒼蒼。,,
井,文,9,卯,井文9卯,9.0,命定官貴是前生，申時生人必作工。終身衣祿四方有，手藝之中爾逞能。,,
井,文,11,未,井文11未,2.0,命宮厚薄是前生，五十六歲生兒童。蘭房喜事從天降，晚景衣祿漸漸成。,,
井,文,12,未,井文12未,10.0,前世交結鸞鳳姻，妻宮必小十二春。老陽少陰皆前定，鴛鴦一枕共同衾。,,
井,文,13,亥,井文13亥,1.0,文昌過亥入天門，有榮無辱不傷刑。父命屬豬母羊相，可比南山四晧人。,,
井,文,13,未,井文13未,7.0,空中鴻雁叫聲悲，鴛鴦失散各西東。剋妻重配屬豬命，生逢五刻百年榮。,,
井,文,16,亥,井文16亥,8.0,文星纏井主驚慌，度行十六過亥方。母命屬鼠先剋去，雞父有壽似東洋。,,
井,文,17,亥,井文17亥,5.0,大運交亥命不通，子息重重見哭聲。丹桂芬芳遭霜打，船到江心遇暴風。,,
井,木,3,丑,井木3丑,4.0,歲值仲秋暮景天，金風吹動透窗寒。生閏七月初七日，寒蛩淒涼景色殘。,,
井,木,4,丑,井木4丑,10.0,前生結交鸞鳳姻，妻宮必小十四春。乾坤交泰命中定，鴛鴦一枕共同衾。,,
井,木,5,丑,井木5丑,2.0,暮景花開貴如金，一片風光好趁心。丹桂庭前晚立子，今年正度五十春。,,
井,木,7,巳,井木7巳,1.0,木星過巳喜相生，木木成林七度成。五星定理算不錯，父是蛇相母羊庚。,,
井,木,7,丑,井木7丑,7.0,鸞鳳和鳴又添愁，鼓盆謳歌淚雙流。二刻生定鴛鴦對，後娶屬豬到白頭。,,
井,木,10,巳,井木10巳,8.0,木纏井宿過巳宮，堂上雞父福壽榮。母屬馬相先歸土，悠悠蕩蕩命歸空。,,
井,木,11,巳,井木11巳,5.0,大運交巳雪加霜，男女宮中主刑傷。丹桂花開遭風雨，蟠桃已熟遇風狂。,,
井,木,11,酉,井木11酉,9.0,午年坐命蛟化龍，鹿鳴宴上逞英雄。欲生春雷待辰歲，頭角崢嶸上九重。,,
井,木,13,酉,井木13酉,6.0,運行己酉主生災，禍事重重損錢財。吉凶成敗此運內，閑是閑非又惱懷。,,
井,木,15,酉,井木15酉,3.0,木星過酉花吐鬚，嚴父屬雞已先無。纏井十五母屬豬，玉兔東升又沉西。,,
井,水,4,寅,井水4寅,4.0,金風陣陣雁南樓，節過中秋景漸收。閏七月生十二日，渭水荷花任漂流。,,
井,水,5,寅,井水5寅,10.0,月老前定配姻緣，妻宮定小十五年。今世姻緣前世定，若不如此惹災愆。,,
井,水,5,丑,井水5丑,7.0,莫聽獅吼震河東，水星遇犴牝司晨。只為豐衣並足食，那論綱常與理倫。,,
井,水,6,寅,井水6寅,2.0,春光花殘葉將稀，一輪明月漸沉西。五十一歲生一子，豈期枯木發嫩枝。,,
井,水,8,午,井水8午,1.0,水星過午既濟功，交纏星犴八度行。父馬母羊為庚相，老壽彌高福祿同。,,
井,水,8,寅,井水8寅,7.0,三刻生人定有刑，鴛鴦拆散別尋盟。剋妻再娶屬蛇命，竹影松花映日紅。,,
井,水,11,午,井水11午,8.0,水命纏井過午宮，度行十一細推明。慈母屬蛇先大夢，嚴父屬雞萬古流。,,
井,水,12,午,井水12午,5.0,大運交午命不通，子息不吉見哭聲。春後殘花秋後草，心身不安財破爭。,,
井,水,12,戌,井水12戌,9.0,命宮盛實顯文華，合主蟾宮折桂香。戌歲鹿鳴君獨步，亥年瓊林又逞能。,,
井,水,14,戌,井水14戌,6.0,運行庚戌受熬煎，駁雜不遂幾千番。更有破財啾唧事，災殃口舌身不安。,,
井,水,16,戌,井水16戌,3.0,水星纏井自揚香，父命屬狗定先亡。母命屬豬安且壽，苦心教子百年昌。,,
井,火,5,卯,井火5卯,4.0,金風送暑迎寒跫，月過中秋雁南行。丹桂庭前香異味，閏七月內十七生。,,
井,火,7,卯,井火7卯,2.0,暮景紫燕畫樑間，樹老花殘枝更新。陰騭積德不絕後，五十二歲生兒男。,,
井,火,8,卯,井火8卯,10.0,姻緣前定非人為，鸞鳳交結共齊眉。妻定已小十六歲，共枕同衾一羅幃。,,
井,火,9,未,井火9未,1.0,分宮過度理玄微，火星過未九度推。父母同庚屬羊相，宜福宜壽晚年輝。,,
井,火,9,卯,井火9卯,7.0,生逢三刻重續緣，鼓盆謳歌枕衾寒。蘭芳再娶屬豬相，定要齊眉百年安。,,
井,火,12,未,井火12未,8.0,火宿交纏井木星，十二過未反為凶。慈母屬龍壽先折，父命屬雞福祿亨。,,
井,火,13,未,井火13未,5.0,大運交未命不強，草上浮霜見太陽。子息刑傷財又破，身心不安淚兩行。,,
井,火,13,亥,井火13亥,9.0,命宮坐定顯文星，管取聲名連帝京。戌年秋圍人罕見，金榜連捷進士公。,,
井,火,15,亥,井火15亥,6.0,運到辛亥生災殃，口舌官事疾病傷。出入不利財耗散，憂愁煩惱惹刑傷。,,
